id_carro,marca,modelo,versao,cor,ano_fabricacao,quilometragem,idade_anos,trm,preco,valor_parcela,loja,cidade,estado
1027493,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,71584,2,2983,51000.0,755.09,Indaiatuba,Indaiatuba,SP
999304,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,76987,2,3208,51000.0,755.09,Americana,Americana,SP
1086467,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,82167,1,6847,51100.0,756.57,Auto Shopping Taubaté,Taubaté,SP
1078383,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,86000,1,7167,51100.0,756.57,São Paulo Itaim Paulista,São Paulo,SP
945926,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,68061,2,2836,51100.0,756.57,Jundiaí,Jundiaí,SP
1078360,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,81354,1,6780,51100.0,756.57,São Bernardo do Campo,São Bernardo do Campo,SP
1079449,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,80234,1,6686,51100.0,756.57,São Bernardo do Campo,São Bernardo do Campo,SP
1078465,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,83676,1,6973,51100.0,756.57,Auto Shopping Tamboré,Barueri,SP
938012,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,62816,2,2617,51100.0,756.57,São Paulo Santana,São Paulo,SP
1139779,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,80214,1,6684,51100.0,756.57,Auto Shopping Tamboré,Barueri,SP
994746,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,72124,2,3005,51200.0,758.05,Goiânia Mutirão,Goiânia,GO
987110,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,50461,2,2103,51300.0,759.53,São Paulo Vila Guilherme,São Paulo,SP
1087069,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,81556,1,6796,51300.0,759.53,São Paulo Vila Guilherme,São Paulo,SP
1009591,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,70774,2,2949,51300.0,759.53,São José do Rio Preto,São José do Rio Preto,SP
1114072,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Preto,2025,88731,1,7394,51300.0,759.53,Ribeirão Preto,Ribeirão Preto,SP
1017767,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,64257,2,2677,51300.0,759.53,Rio Claro,Rio Claro,SP
1073885,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,75485,1,6290,51400.0,761.01,Auto Shopping Show Auto Mall,Belo Horizonte,MG
1028051,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,60965,2,2540,51600.0,763.97,São Paulo Vila Ema,São Paulo,SP
1077014,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,82292,1,6858,51600.0,763.97,Praia Grande,Praia Grande,SP
1080568,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,80834,1,6736,51600.0,763.97,São Paulo Penha,São Paulo,SP
1073909,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,85323,1,7110,51600.0,763.97,Campinas Orosimbo,Campinas,SP
1079392,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,82086,1,6840,51600.0,763.97,Jundiaí,Jundiaí,SP
1084615,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,72156,1,6013,51700.0,765.45,Campinas Shopping Dom Pedro,Campinas,SP
994387,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,68456,2,2852,52600.0,778.77,Nova Iguaçu,Nova Iguaçu,RJ
1078203,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77998,1,6500,51700.0,765.45,São Paulo Itaim Paulista,São Paulo,SP
1075934,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,75269,1,6272,51700.0,765.45,São Paulo Vila Carrão,São Paulo,SP
1143192,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,71892,1,5991,51700.0,765.45,Ribeirão Preto,Ribeirão Preto,SP
1074148,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,70530,1,5878,51700.0,765.45,Auto Shopping Show Auto Mall,Belo Horizonte,MG
1086031,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,78446,1,6537,51700.0,765.45,Belo Horizonte Carlos Luz,Belo Horizonte,MG
1140077,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,73347,1,6112,51700.0,765.45,Auto Shopping Autonomistas,Osasco,SP
946374,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,56735,2,2364,51800.0,766.93,Betim,Betim,MG
946166,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,55357,2,2307,51800.0,766.93,São Luís,São Luís,MA
1065401,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,73233,2,3051,51800.0,766.93,Campinas Amoreiras,Campinas,SP
1083987,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,81000,1,6750,51900.0,768.41,São Paulo Vila Ema,São Paulo,SP
1170484,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,83109,1,6926,51900.0,768.41,São Paulo São Miguel,São Paulo,SP
1076021,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,74305,1,6192,52000.0,769.89,São Paulo Vila Ema,São Paulo,SP
1122660,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,73002,1,6084,52000.0,769.89,São Paulo Eliseu de Almeida,São Paulo,SP
1170486,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,78150,1,6512,52000.0,769.89,São Paulo Vila Carrão,São Paulo,SP
1028559,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,68108,2,2838,52000.0,769.89,Aparecida de Goiânia,Aparecida de Goiânia,GO
1079479,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,76062,1,6338,52000.0,769.89,São Paulo Gastão Vidigal,São Paulo,SP
1078068,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,70415,1,5868,52000.0,769.89,Americana,Americana,SP
1085974,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,73847,1,6154,52000.0,769.89,São Paulo Penha,São Paulo,SP
1084046,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,76022,1,6335,52000.0,769.89,Osasco,Osasco,SP
1077486,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,72995,1,6083,52000.0,769.89,São Paulo Gastão Vidigal,São Paulo,SP
1092116,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,81420,1,6785,52100.0,771.37,Santos,Santos,SP
1108365,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,84198,1,7016,52100.0,771.37,São Paulo Vila Carrão,São Paulo,SP
1076067,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,76540,1,6378,52200.0,772.85,São Paulo Ermano Marchetti,São Paulo,SP
1074194,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,74364,1,6197,52200.0,772.85,São José do Rio Preto,São José do Rio Preto,SP
1085396,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,80277,1,6690,52400.0,775.81,Santo André,Santo André,SP
1123946,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,80231,1,6686,52400.0,775.81,Mogi das Cruzes,Mogi das Cruzes,SP
1074968,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,81684,1,6807,52400.0,775.81,São Paulo Penha,São Paulo,SP
1122441,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,83953,1,6996,52400.0,775.81,Suzano,Suzano,SP
1092585,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,86523,1,7210,52400.0,775.81,São Bernardo Pereira Barreto,São Bernardo do Campo,SP
1074892,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,85165,1,7097,52400.0,775.81,São Paulo Penha,São Paulo,SP
1143742,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,89476,1,7456,52400.0,775.81,Campinas Orosimbo,Campinas,SP
1075198,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,82841,1,6903,52400.0,775.81,São Paulo São Miguel,São Paulo,SP
1084136,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,80843,1,6737,52400.0,775.81,São Paulo Aricanduva,São Paulo,SP
1085561,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,80162,1,6680,52400.0,775.81,São Paulo Aricanduva,São Paulo,SP
1085298,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72296,1,6025,52500.0,777.29,São Paulo Vila Ema,São Paulo,SP
1085634,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,73870,1,6156,52500.0,777.29,São Paulo Vila Carrão,São Paulo,SP
982308,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,67364,2,2807,52500.0,777.29,São José,São José,SC
947554,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Vermelho,2024,60644,2,2527,52500.0,777.29,Belo Horizonte Cristiano Machado,Belo Horizonte,MG
1076939,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,72256,1,6021,52600.0,778.77,Rio de Janeiro Campo Grande,Rio de Janeiro,RJ
964990,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,64017,2,2667,52600.0,778.77,São Paulo Gastão Vidigal,São Paulo,SP
1009312,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,64824,2,2701,52600.0,778.77,Rio de Janeiro Vila Valqueire,Rio de Janeiro,RJ
1031630,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,61391,2,2558,52600.0,778.77,Campinas Orosimbo,Campinas,SP
1031232,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,67965,2,2832,52600.0,778.77,Ribeirão Preto,Ribeirão Preto,SP
1000845,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,60369,2,2515,52600.0,778.77,Rio de Janeiro Av. das Américas,Rio de Janeiro,RJ
1027846,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,59505,2,2479,52600.0,778.77,Taubaté,Taubaté,SP
1030863,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,64980,2,2708,52600.0,778.77,Suzano,Suzano,SP
970433,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,67786,2,2824,52600.0,778.77,São Paulo Gastão Vidigal,São Paulo,SP
999108,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,64232,2,2676,52600.0,778.77,Osasco,Osasco,SP
1017609,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,65750,2,2740,52600.0,778.77,Indaiatuba,Indaiatuba,SP
906232,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2023,43275,3,1202,52700.0,780.26,Campinas Itapura,Campinas,SP
1102316,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,74330,1,6194,52800.0,781.74,Mogi das Cruzes,Mogi das Cruzes,SP
1080081,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,79017,1,6585,52800.0,781.74,São Paulo Vila Guilherme,São Paulo,SP
1192732,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72406,1,6034,52800.0,781.74,São Paulo Vila Ema,São Paulo,SP
1120901,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,74737,1,6228,52800.0,781.74,São Paulo Aricanduva,São Paulo,SP
1084145,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72627,1,6052,52800.0,781.74,Auto Shopping Bandeirantes,São Paulo,SP
1086483,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72483,1,6040,52800.0,781.74,São Paulo Nações Unidas,São Paulo,SP
1077581,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,76541,1,6378,52800.0,781.74,Auto Shopping Raposo,São Paulo,SP
1074937,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72974,1,6081,52800.0,781.74,Auto Shopping Arena Motors,São Paulo,SP
1102295,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,73781,1,6148,52800.0,781.74,Auto Shopping Arena Motors,São Paulo,SP
1073182,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,76520,1,6377,52800.0,781.74,Americana,Americana,SP
1079869,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,70700,1,5892,52800.0,781.74,São Paulo Radial Leste,São Paulo,SP
1140318,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,75114,1,6260,52800.0,781.74,São Bernardo Pereira Barreto,São Bernardo do Campo,SP
1074145,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,71391,1,5949,52800.0,781.74,Auto Shopping Tamboré,Barueri,SP
1084447,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,75562,1,6297,52800.0,781.74,Auto Shopping Taubaté,Taubaté,SP
1076089,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,72479,1,6040,52800.0,781.74,São Paulo Nações Unidas,São Paulo,SP
1124124,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77719,1,6477,52800.0,781.74,São Paulo Eliseu de Almeida,São Paulo,SP
998806,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,62058,2,2586,52800.0,781.74,Brasília SIA,Brasília,DF
977829,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,51155,2,2131,52900.0,783.22,Porto Alegre Ipiranga,Porto Alegre,RS
1122579,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,88516,1,7376,52900.0,783.22,Jundiaí,Jundiaí,SP
999044,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,68531,2,2855,52900.0,783.22,Rio de Janeiro Av. das Américas,Rio de Janeiro,RJ
1079849,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,73910,1,6159,53000.0,784.7,Caxias do Sul,Caxias do Sul,RS
1121123,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72816,1,6068,53000.0,784.7,São Paulo Penha,São Paulo,SP
1075264,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,70080,1,5840,53000.0,784.7,Campinas Shopping Dom Pedro,Campinas,SP
1164424,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,71525,1,5960,53000.0,784.7,Sorocaba Dom Aguirre,Sorocaba,SP
1198583,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,70218,1,5852,53200.0,787.66,Juiz de Fora,Juiz de Fora,MG
1027350,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,69340,2,2889,53200.0,787.66,Campinas Amoreiras,Campinas,SP
1078428,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,79372,1,6614,53300.0,789.14,São Paulo Itaim Paulista,São Paulo,SP
1079629,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,75299,1,6275,53300.0,789.14,São José do Rio Preto,São José do Rio Preto,SP
1076330,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77413,1,6451,53300.0,789.14,São Paulo Penha,São Paulo,SP
1121400,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,72302,1,6025,53300.0,789.14,São José do Rio Preto,São José do Rio Preto,SP
1077351,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,78302,1,6525,53300.0,789.14,São Paulo Aricanduva,São Paulo,SP
1128089,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77513,1,6459,53300.0,789.14,São Paulo Gastão Vidigal,São Paulo,SP
1081398,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,78157,1,6513,53300.0,789.14,Santo André,Santo André,SP
1084735,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77223,1,6435,53300.0,789.14,São Paulo Eliseu de Almeida,São Paulo,SP
1073900,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,73547,1,6129,53300.0,789.14,Sorocaba Dom Aguirre,Sorocaba,SP
1076426,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,79132,1,6594,53300.0,789.14,Auto Shopping Autonomistas,Osasco,SP
1076213,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,76000,1,6333,53300.0,789.14,Americana,Americana,SP
905651,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2023,44263,3,1230,53300.0,789.14,Americana,Americana,SP
1073460,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,70897,1,5908,53300.0,789.14,Auto Shopping Fortaleza,Fortaleza,CE
1075957,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,79073,1,6589,53300.0,789.14,São Bernardo do Campo,São Bernardo do Campo,SP
1084791,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77790,1,6482,53300.0,789.14,Osasco,Osasco,SP
1122121,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,77321,1,6443,53300.0,789.14,São Paulo Nações Unidas,São Paulo,SP
1063472,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,66510,2,2771,53400.0,790.62,Santo André,Santo André,SP
1078459,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,65807,1,5484,53400.0,790.62,São Paulo Penha,São Paulo,SP
1083971,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,66325,1,5527,53400.0,790.62,São Bernardo do Campo,São Bernardo do Campo,SP
1065451,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,62231,2,2593,53400.0,790.62,Auto Shopping Tamboré,Barueri,SP
1000384,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,65315,2,2721,53400.0,790.62,São Paulo Gastão Vidigal,São Paulo,SP
1192757,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,69021,1,5752,53400.0,790.62,Campinas Shopping Dom Pedro,Campinas,SP
988846,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,43964,2,1832,53400.0,790.62,São Bernardo Pereira Barreto,São Bernardo do Campo,SP
1080145,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,69615,1,5801,53400.0,790.62,Bauru,Bauru,SP
1065092,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,63855,2,2661,53400.0,790.62,São José dos Campos,São José dos Campos,SP
970400,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Vermelho,2024,69101,2,2879,53400.0,790.62,Nova Iguaçu,Nova Iguaçu,RJ
1000419,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,63075,2,2628,53400.0,790.62,Suzano,Suzano,SP
1080181,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,65061,1,5422,53600.0,793.58,Ribeirão Preto,Ribeirão Preto,SP
1123890,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,78616,1,6551,53600.0,793.58,Auto Shopping Tamboré,Barueri,SP
1075937,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,65128,1,5427,53600.0,793.58,Campinas Orosimbo,Campinas,SP
1078422,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,66836,1,5570,53600.0,793.58,São José dos Campos,São José dos Campos,SP
1121490,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,65908,1,5492,53600.0,793.58,Americana,Americana,SP
1139832,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,64709,1,5392,53600.0,793.58,Contagem Babita Camargo,Contagem,MG
1075133,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,72247,1,6021,53600.0,793.58,Osasco,Osasco,SP
1080259,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,68872,1,5739,53600.0,793.58,São Paulo Gastão Vidigal,São Paulo,SP
1074773,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,76419,1,6368,53600.0,793.58,São Paulo Aricanduva,São Paulo,SP
1084571,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,68952,1,5746,53600.0,793.58,São Paulo Ermano Marchetti,São Paulo,SP
1091990,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,70018,1,5835,53600.0,793.58,São Paulo São Miguel,São Paulo,SP
1078458,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,69473,1,5789,53600.0,793.58,Guarulhos Timoteo Penteado,Guarulhos,SP
1074677,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2025,79131,1,6594,53600.0,793.58,Auto Shopping Bandeirantes,São Paulo,SP
1230028,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2025,64563,1,5380,53600.0,793.58,São Paulo Aricanduva,São Paulo,SP
969843,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,48482,2,2020,53600.0,793.58,Contagem Babita Camargo,Contagem,MG
946256,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,56318,2,2347,53700.0,795.06,São Paulo Vila Ema,São Paulo,SP
1011495,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,58010,2,2417,53700.0,795.06,São Paulo Vila Ema,São Paulo,SP
1024850,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,56359,2,2348,53700.0,795.06,Campinas Itapura,Campinas,SP
1065396,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Prata,2024,60728,2,2530,53700.0,795.06,São José do Rio Preto,São José do Rio Preto,SP
1029685,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,56541,2,2356,53700.0,795.06,Campinas Shopping Dom Pedro,Campinas,SP
987091,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,56675,2,2361,53700.0,795.06,São Paulo Miguel Estefano,São Paulo,SP
977825,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,57770,2,2407,53700.0,795.06,São Paulo Penha,São Paulo,SP
988831,Renault,Kwid,Zen 1.0 Flex 12V 5P Mec.,Branco,2024,57172,2,2382,53700.0,795.06,São Paulo Ermano Marchetti,São Paulo,SP
